('idea', 0.7508994643828246)
('participación', 0.7506887744435873)
('si', 0.7502498337876924)
('mitad', 0.7498467419947248)
('penal', 0.7498312124882599)
('mientras', 0.7479823636037378)
('seguridad', 0.7475403837426519)
('vivimos', 0.7460423532213292)
('además', 0.7447191111987029)
('colonia', 0.7446015976497171)
('otra', 0.7430295910783679)
('misma', 0.7425297031308982)
('salida', 0.742006647607428)
('zona', 0.7412739358435689)
('acción', 0.7400084444303505)
('degradación', 0.7399630717903741)
('señal', 0.7394910059867991)
('directiva', 0.7391976249165898)
('verdad', 0.7390128793915859)
('social', 0.7388179705501406)
('pgr', 0.7387800285473957)
('parte', 0.7384515588655995)
('ante', 0.7383190546860232)
('inversión', 0.737894865236248)
('unidad', 0.7377443491465078)
('tiene', 0.737554070598966)
('secretaría', 0.7352691288301018)
('servicio', 0.7348639877686843)
('acciones', 0.7346222398667324)
('noticia', 0.7344813009081897)
('primera', 0.7339845005489233)
('partido', 0.7337471578068016)
('computadora', 0.7331550358034112)
('mesa', 0.7330211264008157)
('esquina', 0.7327853173406577)
('según', 0.7317287386132154)
('lo', 0.7314356384682427)
('falta', 0.7314180482693979)
('medida', 0.7311987782226542)
('sin', 0.7309618976523283)
('trabajo', 0.7309346183861075)
('nos', 0.7300517090471881)
('estos', 0.7291024243606371)
('sus', 0.7262884934488142)
('jornada', 0.7260539914935625)
('cámara', 0.7252819128296858)
('dependencia', 0.7235460254796737)
('agua', 0.7223643161390968)
('haya', 0.7219053556325226)
('jesucristo', 0.7218126811001796)
('auditoría', 0.7212151862108991)
('vehículos', 0.7201269882488325)
('fondo', 0.71962065533487)
('analizan', 0.7190881133760079)
('apertura', 0.7185476443044315)
('tierras', 0.7183262904776571)
('sólo', 0.7175873451932583)
('esa', 0.7168729501525931)
('esta', 0.7164233156587104)
('ha', 0.7152273299855666)
('persona', 0.7145683335569313)
('garantía', 0.7144682613889676)
('tanto', 0.7143573085514665)
('existe', 0.7140548485588826)
('definición', 0.7139574136528553)
('posibilidad', 0.7126466618161906)
('caída', 0.7124406067460363)
('onu', 0.7121940448397958)
('comercial', 0.7118557746548083)
('federal', 0.7116930635238101)
('dirección', 0.7114116189260903)
('nápoles', 0.7110599711424113)
('intención', 0.7109778992791277)
('agraria', 0.7108091306519647)
('facultad', 0.7107433001750426)
('concrete', 0.7094303646237238)
('subcontratación', 0.7094303646237238)
('diputados', 0.7092194443382167)
('ciudad', 0.7090627280331683)
('predios', 0.708194447874859)
('tal', 0.7068528372813615)
('violencia', 0.7068528372813615)
('tiempo', 0.7064072482079939)
('desarrollo', 0.7044375105518381)
('serie', 0.7043983567174881)
('hojas', 0.7039684041655812)
('implícita', 0.703447524771905)
('primaveral', 0.7033145856183468)
('privilegiar', 0.7033145856183468)
('ucabe', 0.7033145856183468)
('construcción', 0.7030462848007824)
('fantasía', 0.7026583843566676)
('unam', 0.7021641236682294)
('alta', 0.7018037491543279)
('materia', 0.7014988278606102)
('forma', 0.7011013056083208)
('mantenerse', 0.7004513180659618)
('responsabilidad', 0.7001576715241119)
('propuesta', 0.7001311214261486)
('estadunidense', 0.6993829200553593)
('aplicación', 0.699127437701609)
('calidad', 0.6983910306809997)
('competencia', 0.6975803287851456)
('ofensivas', 0.69719880661297)
('confianza', 0.6964347044536917)
('corporación', 0.6962617897338016)
('productos', 0.6958775386009145)
('ese', 0.695810768346216)
('internet', 0.6948173963634358)
('arquitectura', 0.6948044149817487)
('frente', 0.6947604798565058)
('uso', 0.6947604798565058)
('ellos', 0.6945161143946195)
('erosión', 0.6938310177190211)
('ahora', 0.6933764447346094)
('bmv', 0.6930035757436513)
('constitución', 0.692522818532218)
('aproximadamente', 0.692428600321499)
('aldf', 0.6923645293716431)
('recesión', 0.6919214091104552)
('gobernación', 0.691706203248726)
('hasta', 0.6916236740544639)
('mundial', 0.6916015016925767)
('pregunta', 0.6911526094536479)
('tribuna', 0.691070727057647)
('inmigración', 0.6910313015410845)
('mercado', 0.6908760343169654)
('empleados', 0.6908694211016319)
('distribución', 0.6907775577312831)
('hacer', 0.6901816614349664)
('lugar', 0.6900998726724245)
('brete', 0.6900485243000591)
('rural', 0.6900485243000591)
('valores', 0.6896373229909594)
('pero', 0.6895795819935706)
('voluntad', 0.6889732901847843)
('condiciones', 0.6887952952128527)
('él', 0.6881573968922972)
('ocupa', 0.6877364556907409)
('creció', 0.6875753553492756)
('alimentos', 0.6871492305083972)
('personal', 0.6871365379277968)
('corrupción', 0.6869646685198053)
('ex', 0.6866175775185206)
('nombre', 0.6866069639829644)
('e', 0.6863108391144616)
('física', 0.686155397367868)
('lucha', 0.6859462299890278)
('pues', 0.685925173196382)
('sistema', 0.6856644918158709)
('documento', 0.6856429510628735)
('representación', 0.6828761273819723)
('suprema', 0.6828298362968184)
('control', 0.6826813399591722)
('particularmente', 0.6821915189827437)
('cuenta', 0.6818029855481541)
('evolución', 0.6815449345437656)
('cada', 0.6813251112937911)
('radio', 0.6811158573188286)
('etapa', 0.6809186483478002)
('toda', 0.6806596715189158)
('actualmente', 0.680427421138061)
('días', 0.6802786890646514)
('flujos', 0.6799992739461749)
('acerca', 0.6794619143754898)
('sct', 0.6794533354733933)
('ésta', 0.6793727920498447)
('suscripción', 0.6788514695968392)
('poco', 0.6787348178240498)
('esto', 0.6787336037160694)
('señaló', 0.6780829809282461)
('une', 0.6775203206447521)
('chiapas', 0.677304636553358)
('par', 0.6773007587709482)
('policía', 0.6767856282861641)
('sino', 0.6767135651836269)
('tienen', 0.676599883063869)
('resultado', 0.6764402237953808)
('mañana', 0.6757887116418438)
('importancia', 0.6756840992701749)
('alto', 0.6754860745116863)
('procuraduría', 0.6749746487692326)
('durante', 0.6749693802618199)
('oportunidad', 0.6747101477429643)
('lograr', 0.6746233738826938)
('ejército', 0.6740644533442989)
('marzo', 0.6735035726081522)
('figura', 0.6734184052024554)
('ociosa', 0.6730247380484128)
('indicaron', 0.6728793908053987)
('asociación', 0.672646010435016)
('región', 0.672646010435016)
('nave', 0.6726453377886693)
('sindicatura', 0.6726453377886693)
('sentido', 0.6723617911974126)
('mano', 0.6713423807963005)
('fecha', 0.6712623657384981)
('poder', 0.6710416396430889)
('riqueza', 0.6703790729402773)
('procuración', 0.6702988650757535)
('negociaciones', 0.6702988650757534)
('revolución', 0.6701493838179775)
('pequeña', 0.6699971277973753)
('fracción', 0.6699500235922905)
('únicamente', 0.6694674857991165)
('papel', 0.6691778954719617)
('lejana', 0.6691567797837668)
('medio', 0.668451980102051)
('nuevo', 0.6677974187331928)
('paz', 0.6675908940897094)
('bolsa', 0.6674161056316114)
('han', 0.6673741650649774)
('hambre', 0.6672276055512417)
('suma', 0.6667335945490894)
('están', 0.6666501591020987)
('california', 0.6666339384545775)
('clavícula', 0.6666199115860852)
('concertada', 0.6666199115860852)
('profesor', 0.6666199115860852)
('tuvo', 0.6665918569636127)
('guerra', 0.6658649783012827)
('inseguridad', 0.6654075350227198)
('torno', 0.6649206744986428)
('presidencia', 0.6644692298091487)
('años', 0.663883759497728)
('hipótesis', 0.6636113410490215)
('ajuste', 0.6633442160427168)
('vez', 0.6632505233563676)
('año', 0.6632323534197307)
('combate', 0.6628928168614013)
('sierra', 0.6621397770717375)
('realiza', 0.6620974512766851)
('quiebra', 0.6620522076086363)
('década', 0.661884403423221)
('agencia', 0.6617115131630411)
('privatización', 0.6616498474618729)
('transporte', 0.6616375992843472)
('análisis', 0.6615715417943047)
('acoplamientos', 0.6614208632544746)
('completar', 0.6614208632544746)
('varios', 0.6614208632544746)
('convención', 0.6610046499925142)
('camino', 0.6609932138269758)
('país', 0.6608960777019715)
('monarquía', 0.66061333389295)
('tendencia', 0.6605804799660476)
('son', 0.6605761420127083)
('datos', 0.6601605440276922)
('dos', 0.6601264072152376)
('total', 0.6599970641593025)
('entrada', 0.6597675632995956)
('petróleo', 0.6594531120942253)
('cumplía', 0.6591436694831777)
('desaparece', 0.6591436694831777)
('fueron', 0.6591436694831777)
('urbano', 0.6590918572859513)
('cuando', 0.6590522454652192)
('estrategia', 0.6586761963809012)
('mensajes', 0.6585744858381299)
('aeropuerto', 0.6584819259407488)
('organización', 0.6584639330302617)
('capitalización', 0.6579441891095441)
('captación', 0.6579354526842345)
('desigualdad', 0.6576298581340652)
('da', 0.6574791652673111)
('elementos', 0.6574649308337205)
('divisa', 0.6570732982800657)
('dependiente', 0.6567560778409055)
('municipal', 0.6567560778409055)
('precisó', 0.6567560778409055)
('prendas', 0.6567560778409055)
('integridad', 0.6565510231204447)
('provisión', 0.6565510231204447)
('tamaño', 0.6565510231204447)
('probabilidad', 0.6564668795779992)
('noche', 0.6564142843866655)
('gobierno', 0.6553497914067361)
('había', 0.6551544972856336)
('sobrevivencia', 0.6549363099565937)
('todavía', 0.6548215932917005)
('aspiración', 0.6537421625387105)
('utópica', 0.6530008298479922)
('omisión', 0.652844541103146)
('estado', 0.6528335201955079)
('dólares', 0.652492438067432)
('evaluación', 0.6524520296946876)
('simplemente', 0.6523831117021028)
('pago', 0.6523423945220821)
('tonelada', 0.652312025909784)
('reportó', 0.652179886934059)
('ello', 0.6520223994609436)
('me', 0.6520144123739096)
('modifica', 0.65154772984264)
('fin', 0.6514333865798232)
('exterior', 0.651330464072643)
('consumo', 0.6508315744705425)
('democracia', 0.6507684805566191)
('redes', 0.6507495996520175)
('perredista', 0.6503632298673904)
('manera', 0.650234588473206)
('estratégica', 0.650155346717498)
('detrimento', 0.6498515228845217)
('pasivo', 0.6498515228845217)
('reproduce', 0.6498515228845217)
('entorpecido', 0.6495497390194738)
('entre', 0.6490989308234356)
('virtud', 0.6483117242641961)
('junio', 0.6482091058318321)
('transmisión', 0.6481571722415689)
('hambruna', 0.6474235475896734)
('decisión', 0.647159239128938)
('asamblea', 0.646756937711444)
('señalan', 0.646729915734053)
('alianza', 0.6466003237800693)
('obra', 0.6461129679135506)
('gritos', 0.6459027056813302)
('préstamos', 0.6459027056813302)
('ser', 0.6458001427514609)
('quedó', 0.6453851893939065)
('pasatiempo', 0.6449578670133927)
('acuerdo', 0.6446340436596865)
('ferronales', 0.6445984651925148)
('liquidación', 0.6444593531402613)
('aquí', 0.6443075675000683)
('agrupación', 0.6441631315403782)
('intereses', 0.6440710988443114)
('mucho', 0.6439972127421539)
('web', 0.6439923321303715)
('también', 0.6439766120517666)
('todo', 0.643478094769383)
('número', 0.6434637333940679)
('superficie', 0.6427491071948537)
('proporción', 0.6425995097126933)
('diálogo', 0.6422852654659458)
('toma', 0.6422852654659458)
('alumnos', 0.6421567955645776)
('tratado', 0.6420810719312443)
('precio', 0.6417251220517304)
('empresas', 0.641692601025013)
('investigación', 0.6412086016830122)
('precisamente', 0.6411670239518182)
('insumos', 0.6409188559032912)
('director', 0.6408395494686399)
('dio', 0.6404811709712733)
('cristina', 0.6404179970546784)
('ambiente', 0.6402985712998678)
('porque', 0.640274021857446)
('quedaba', 0.6398474649051384)
('inevitable', 0.6398185575707787)
('fines', 0.639796942344506)
('filosofía', 0.6394632874673782)
('persiste', 0.6391013445656123)
('provocando', 0.6391013445656123)
('así', 0.6382992984239141)
('cuestión', 0.6382131136665983)
('campo', 0.6367963641869205)
('víctima', 0.6366728625689785)
('agilidad', 0.6364525224126759)
('difunda', 0.6364525224126759)
('banco', 0.6362362074166378)
('aunque', 0.636203069795665)
('brotes', 0.6360410165592006)
('corte', 0.6358745875411574)
('ampliar', 0.6358299733340409)
('fortalecimiento', 0.6357027946202308)
('suspensión', 0.6357027946202308)
('hacienda', 0.63559010154852)
('vigencia', 0.6355784227386537)
('protección', 0.6355703979105537)
('propia', 0.6354450939030806)
('financiero', 0.6351487952805358)
('monetaria', 0.6348125836545332)
('conforman', 0.6347931143491827)
('comunicación', 0.6347566893082893)
('elevación', 0.6343451554019522)
('hoy', 0.6343417382317259)
('hablar', 0.6342193556673683)
('incremento', 0.6342193556673683)
('magia', 0.6341564464418338)
('necesidad', 0.6341564464418337)
('abatir', 0.6336894515014971)
('estar', 0.6336325418297851)
('dif', 0.6335038576657076)
('espera', 0.6334518299175185)
('uno', 0.6332561424788694)
('vía', 0.6332319544343851)
('forman', 0.6330432690239485)
('alcayaga', 0.6329358136410294)
('enfrenta', 0.6329221879192597)
('sistemas', 0.6328356196909843)
('cualquier', 0.6327655832237441)
('dinero', 0.6326935691844857)
('presidente', 0.6326790747563954)
('estatal', 0.6325873136671885)
('familiar', 0.6323845613178565)
('entraban', 0.6323522992684353)
('sabe', 0.6322872498089152)
('agrícola', 0.6321966592007034)
('tres', 0.631956837389081)
('estación', 0.6317053081021586)
('requiere', 0.6316605736656563)
('casi', 0.6316064172139125)
('explicaciones', 0.6313782858132905)
('programa', 0.631323712758591)
('entonces', 0.6313226704465501)
('doble', 0.6309789344633278)
('delincuencia', 0.6308859474361231)
('santa', 0.6308624690371422)
('dirigencia', 0.6306400488596663)
('iniciar', 0.6304771971373062)
('asistencia', 0.6299252375538237)
('autopista', 0.6299252375538237)
('fractura', 0.6299252375538237)
('ganador', 0.6299252375538237)
('metamorfosis', 0.6299252375538237)
('miedo', 0.6299252375538237)
('vestido', 0.6299252375538237)
('exportación', 0.629753022176753)
('huida', 0.629753022176753)
('reglamentación', 0.629753022176753)
('sobreposición', 0.629753022176753)
('precios', 0.6296960121782745)
('adecuada', 0.6293634191778598)
('terminó', 0.6291906998970592)
('texto', 0.6289291123839349)
('hay', 0.6288066451064492)
('amenaza', 0.6276521058197643)
('carne', 0.6270537770063501)
('luz', 0.6270537770063501)
('necesidades', 0.6270537770063501)
('auxilio', 0.6266858372737789)
('diferente', 0.6266858372737789)
('importación', 0.6265844437778254)
('creación', 0.62632862968561)
('residentes', 0.6260462745382728)
('recibe', 0.6260239965727028)
('peso', 0.625996838476262)
('quienes', 0.6259968384762619)
('ayer', 0.6255770960619877)
('camioneta', 0.6254923412780118)
('crucifixión', 0.6254374591118789)
('división', 0.6253185902544188)
('generado', 0.6253185902544188)
('pese', 0.6242059818409003)
('posible', 0.6241890809499789)
('productiva', 0.6240298308797423)
('antes', 0.6239979006896362)
('ellas', 0.6238861222340197)
('conformar', 0.6238094585484468)
('eterno', 0.6238094585484468)
('gravedad', 0.6238094585484468)
('grosse', 0.6238094585484468)
('i', 0.6238094585484468)
('jurando', 0.6238094585484468)
('marquesina', 0.6238094585484468)
('quincena', 0.6238094585484468)
('urbana', 0.6238094585484468)
('razón', 0.6236277018262657)
('incumplimiento', 0.6234398743406228)
('adeudos', 0.6232280502322777)
('guerrilla', 0.6232280502322777)
('sido', 0.6231938713142432)
('hechos', 0.6230788415858808)
('barreda', 0.6230535219408302)
('curva', 0.6230535219408302)
('exigencia', 0.6230535219408302)
('fatídica', 0.6230535219408302)
('hice', 0.6230535219408302)
('oportunistas', 0.6230535219408302)
('residía', 0.6230535219408302)
('seriedad', 0.6230535219408302)
('solórzano', 0.6230535219408302)
('tlatelolco', 0.6230535219408302)
('traslado', 0.6230535219408302)
('moratoria', 0.6229499592307278)
('cambio', 0.6227637713031955)
('láctea', 0.6227292681994097)
('día', 0.6225490542560616)
('afirmó', 0.6223293479540838)
('menos', 0.6220966208972398)
('cual', 0.6219253452659567)
('derechos', 0.621584955870038)
('ingreso', 0.6215249136419548)
('manejo', 0.621206046345066)
('histórica', 0.6205813282070368)
('quinta', 0.6205761621418621)
('importante', 0.6203980066264235)
('hacerse', 0.6203449812377948)
('poderes', 0.6201953747762329)
('empleo', 0.620132424508573)
('lácteos', 0.6196091156346675)
('tendrá', 0.6192696611538575)
('lechera', 0.6191023777734609)
('mi', 0.6190478689117962)
('juicio', 0.6188199934151779)
('insuficiencia', 0.6188018928555402)
('decir', 0.6187325083921383)
('regularización', 0.6186218539662722)
('convertir', 0.6184047593924694)
('solicitud', 0.6184047593924694)
('actualidad', 0.618159102038515)
('autobuses', 0.6181234511307766)
('cancún', 0.617663402667354)
('carretera', 0.617663402667354)
('dijo', 0.6176440533541022)
('aún', 0.6171880251997769)
('requieren', 0.6171701130549989)
('consecuencia', 0.6169642927628795)
('será', 0.6169104604094066)
('manifestó', 0.6168178671543706)
('cuentas', 0.6165938548473079)
('reacción', 0.6165724449667533)
('aumentar', 0.6164152542138702)
('chapa', 0.6164152542138702)
('hacia', 0.6160293956796286)
('periodo', 0.6159662910748956)
('regiones', 0.6158440661596549)
('debe', 0.6157789557316512)
('vencida', 0.6157625226765586)
('activos', 0.6156257453946621)
('raíz', 0.6153883916124989)
('condición', 0.615005364078722)
('anomalías', 0.6143847179802019)
('uniformidad', 0.6142850907179085)
('lluvias', 0.6142020556547793)
('sea', 0.6140802505855291)
('problema', 0.6139067240966115)
('enero', 0.613863624123177)
('gente', 0.6135820037235998)
('apoyo', 0.6135418694065123)
('personas', 0.6131974267063547)
('caminos', 0.6131321960269297)
('nuestro', 0.6131222697246755)
('hectáreas', 0.6128576221515254)
('haber', 0.6125938411983642)
('hemos', 0.611887688214292)
('informó', 0.6116244620826743)
('samsung', 0.6114555727235803)
('grandes', 0.6111840528334153)
('chico', 0.6111374058140759)
('discusión', 0.6108537713251432)
('agro', 0.6104292138434467)
('poderosa', 0.6103967744006792)
('disminución', 0.610219801628875)
('bursátil', 0.6099806856618896)
('experto', 0.6096545214689844)
('jubilado', 0.6096545214689844)
('paradoja', 0.6096545214689844)
('presunta', 0.6096545214689844)
('suteym', 0.6096545214689844)
('otros', 0.6093040516835176)
('oferta', 0.6091557620063911)
('vacacional', 0.6091133278235095)
('septiembre', 0.6088818890606156)
('diciembre', 0.608807012759192)
('espacial', 0.6080719934332546)
('duda', 0.6079796464100036)
('pib', 0.6078373278302532)
('totalmente', 0.6076120246988371)
('prueba', 0.6075934873751185)
('caso', 0.6072921381233823)
('políticas', 0.6072694475494299)
('legislativa', 0.6071832130576655)
('millones', 0.6071623469282245)
('final', 0.6071469176597942)
('san', 0.6070318663229133)
('proceso', 0.6070140624256402)
('prensa', 0.6067117866833796)
('informes', 0.6064359009409833)
('tripulación', 0.6063695420648909)
('esperanza', 0.6063047713510229)
('unos', 0.6061356121471181)
('significa', 0.6059104460080612)
('éste', 0.6056417482588938)
('esos', 0.6055476508619603)
('emisión', 0.6052514864426451)
('presentado', 0.6052514864426451)
('ultima', 0.6052514864426451)
('organismo', 0.6051174490510639)
('decidido', 0.6048717146424729)
('ramos', 0.6041436839804454)
('regional', 0.603654084881621)
('seguir', 0.603654084881621)
('sequía', 0.603654084881621)
('sería', 0.6035172094278376)
('algunos', 0.6034014892847839)
('constitucional', 0.6032030998369475)
('bancaria', 0.6029914304611514)
('señala', 0.6029666521976796)
('administraciones', 0.6029550212330614)
('agudización', 0.6029550212330614)
('cuotas', 0.6029550212330614)
('liberalización', 0.6029550212330614)
('variable', 0.6029550212330614)
('resurrección', 0.6024537818912018)
('fotografías', 0.601632280017509)
('importaciones', 0.6012801461740807)
('añadió', 0.6010022690901285)
('corriente', 0.6007346843050135)
('era', 0.6007079367117797)
('particular', 0.6002609313599673)
('pérdida', 0.600183779668164)
('proteína', 0.5997014709468851)
('primero', 0.5996552161313151)
('escenario', 0.5996420564826218)
('borde', 0.5994968320006671)
('veredicto', 0.5994968320006671)
('mil', 0.5994413638988039)
('función', 0.5992970196990132)
('desinformación', 0.5992215177119798)
('básicos', 0.5992215177119797)
('indicó', 0.5992215177119797)
('influencia', 0.5992215177119797)
('pasó', 0.5992215177119797)
('patria', 0.5992215177119797)
('representante', 0.5992215177119796)
('crimen', 0.5988490163994853)
('casos', 0.5983820805084492)
('armas', 0.5983319806026463)
('conflicto', 0.5982442115985892)
('vigilancia', 0.5979804638749734)
('junta', 0.5978203819785238)
('real', 0.5977018256299157)
('privado', 0.5970028472438657)
('cláusula', 0.596895017970127)
('entrevista', 0.596895017970127)
('hacía', 0.596895017970127)
('doctorado', 0.5967822153577678)
('temporada', 0.5967822153577675)
('equipo', 0.596298769701207)
('pasión', 0.5962884530242506)
('eficiencia', 0.5962555209971385)
('escape', 0.5962555209971385)
('incomunique', 0.5962555209971385)
('india', 0.5962555209971385)
('instituciones', 0.5962489246729175)
('tenían', 0.5962254101234198)
('apareció', 0.5962178821673818)
('evidencia', 0.5956655727554917)
('noviembre', 0.5956316563646481)
('jabón', 0.5954763832262798)
('pertinente', 0.5954763832262798)
('videoconferencia', 0.5954763832262798)
('unas', 0.5953176060428853)
('dentro', 0.5951285298763995)
('respecto', 0.5949618919749848)
('puede', 0.5947237367353854)
('conspiración', 0.5945614013247035)
('sábado', 0.5941440745547715)
('hace', 0.5932964182601859)
('opinión', 0.5932944462871986)
('industrial', 0.5932293025348598)
('infraestructura', 0.5931990380498501)
('promedio', 0.5925501419161006)
('principal', 0.5925284998064159)
('finalidad', 0.5924577065508274)
('edición', 0.5921718527977212)
('telmex', 0.5921577559227451)
('efectivo', 0.5919653631186096)
('conclusión', 0.5917976144908457)
('incrustado', 0.59173124874058)
('inevitables', 0.59173124874058)
('ingresos', 0.59173124874058)
('salgamos', 0.59173124874058)
('subvaluación', 0.59173124874058)
('podría', 0.5913355419435491)
('cinco', 0.5912624132683679)
('bajó', 0.5911246302187804)
('permite', 0.5910684641005721)
('informal', 0.5905508280585561)
('carga', 0.5905482833285461)
('eu', 0.5902955798948563)
('volatilidad', 0.5897450045848094)
('sí', 0.5897264626563419)
('consagrara', 0.5895560207612156)
('experimento', 0.5895560207612156)
('liberación', 0.5895560207612156)
('marcia', 0.5895560207612156)
('pierde', 0.5895560207612156)
('éstos', 0.5892674321370935)
('sidek', 0.5886598023018677)
('productores', 0.5886108310813701)
('inmediato', 0.5885968896006549)
('delia', 0.588423849206029)
('cartera', 0.5882756757037622)
('dejar', 0.5882193274093621)
('consiste', 0.5881331977438871)
('deriva', 0.5881331977438871)
('esperar', 0.588133197743887)
('esté', 0.5879296562261996)
('verificación', 0.5876878591128571)
('periódico', 0.5875301117313783)
('cierre', 0.5873039798680312)
('integración', 0.5872477211836912)
('fuga', 0.58723708735774)
('global', 0.5872313083761411)
('recomendaciones', 0.5871842778921185)
('series', 0.5871842778921185)
('investigaciones', 0.5865080385860536)
('afores', 0.5864773782002459)
('donde', 0.5857669065690178)
('esas', 0.5856524789217158)
('extremo', 0.5852544080759682)
('avances', 0.5852501918725933)
('elevadas', 0.5849635754673176)
('recibir', 0.5849319805781285)
('cotización', 0.584542707565883)
('universal', 0.5844921868288445)
('orden', 0.5844179477593514)
('costo', 0.5842828818691961)
('autorizó', 0.5842409797691802)
('fundamentado', 0.5842409797691802)
('hidráulico', 0.5842409797691802)
('indígena', 0.5842409797691802)
('mayoral', 0.5842409797691802)
('partitocrazia', 0.5842409797691802)
('película', 0.5842409797691802)
('precursora', 0.5842409797691802)
('rabia', 0.5842409797691802)
('analistas', 0.5841420323284957)
('próximas', 0.5838086889369467)
('mecanismos', 0.5837496320128478)
('pesos', 0.5834799501240913)
('muy', 0.583271203418237)
('diputación', 0.5831974462813292)
('octubre', 0.5830315612873258)
('acelera', 0.5828565205252927)
('adreessen', 0.5828565205252927)
('banjidal', 0.5828565205252927)
('cena', 0.5828565205252927)
('civil', 0.5828565205252927)
('constató', 0.5828565205252927)
('décima', 0.5828565205252927)
('impartición', 0.5828565205252927)
('ismael', 0.5828565205252927)
('permanezcan', 0.5828565205252927)
('rechazar', 0.5828565205252927)
('sucias', 0.5828565205252927)
('superposición', 0.5828565205252927)
('después', 0.5827058215233759)
('abusos', 0.5826674757544867)
('valuación', 0.5826674757544867)
('libertad', 0.5826061980846742)
('liconsa', 0.5825676773931656)
('continúa', 0.5823671860012998)
('agrario', 0.5822460406101493)
('trabajadora', 0.5821009029202089)
('agosto', 0.5818858064370731)
('ayuda', 0.5818858064370731)
('chapopote', 0.5816795135501259)
('bien', 0.581447414247057)
('presidenta', 0.5813302613339802)
('secretario', 0.5812342957488904)
('emisoras', 0.5808651544854111)
('encuentra', 0.5808163130618706)
('llegue', 0.5808143169010109)
('granos', 0.580625879981215)
('trabajadores', 0.5803880577687851)
('nivel', 0.5802982228929346)
('meses', 0.5802813095019035)
('julio', 0.5800165439206925)
('allá', 0.5796896215379924)
('convocatoria', 0.5795067704073312)
('términos', 0.5793924511591733)
('previo', 0.5792474671215805)
('crecimiento', 0.5790959313480494)
('mundo', 0.5789977914892004)
('material', 0.5787712651156536)
('balanza', 0.5787545377651435)
('consideración', 0.5786167850525952)
('fuerza', 0.5781122179927972)
('miseria', 0.5780567389193512)
('máximo', 0.5780567389193512)
('feria', 0.5779459697805992)
('pandilla', 0.5779459697805992)
('alguna', 0.5775353351523842)
('nosotros', 0.5775271112577692)
('constitucionales', 0.5773775457950877)
('matuk', 0.5773775457950877)
('cifras', 0.5773097781020863)
('dólar', 0.5773097781020862)
('seis', 0.5772230525974406)
